indexOfdf,Id,ColumnName,Orignal,Modified,ErrorType,Fixing
2699,69081141,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2700,69081559,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2701,71815611,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2702,69538338,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2703,71367775,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2704,69083823,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2705,66888169,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2706,66925517,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2707,71555473,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2708,69081973,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2709,49927540,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2710,67652641,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2711,71296009,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2712,64593951,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2713,71294397,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2714,69007376,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2715,72117756,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2716,69083792,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2717,69022738,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2718,69080652,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2719,67652253,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2720,69746388,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2721,67895479,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2722,69019207,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2723,69004325,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2724,71748975,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2725,69001320,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2726,69932711,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2727,72118462,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2728,69011476,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2730,68180487,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2731,70759904,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2732,69080655,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2733,69078655,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2734,70759903,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2735,70762322,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2736,69537348,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2737,69776871,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2738,67896093,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2739,70763823,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2740,68218160,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2741,71818412,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2742,68997004,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2744,71821173,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2745,65879976,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2746,69541174,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2747,69081060,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2748,69083552,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2749,27527050,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2750,67651261,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2751,69007656,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2752,32211674,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2753,69006157,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2754,71820072,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2755,66673960,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2756,69001509,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2757,71295340,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2758,69079776,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2759,70758396,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2760,71555012,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2761,70164890,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2762,67019291,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2764,69005682,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2765,67763160,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2766,69933506,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2767,67299667,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2768,69012381,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2769,70764438,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2770,69005600,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2771,72115322,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2772,68356133,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2773,70763535,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2774,69020986,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2775,70760885,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2776,71557166,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2777,69010287,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2778,68994481,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2779,69537352,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2780,69540435,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2781,70770465,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2782,66925765,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2783,64689373,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2784,69747276,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2785,66600465,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2787,70169594,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2788,69932736,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2789,70607666,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2790,70577358,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2791,70608512,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2792,67763178,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2793,70769865,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2794,69078428,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2795,72118294,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2796,70758030,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2797,70216004,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2798,41406133,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2799,67763150,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2800,70763765,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2801,69933354,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2802,69022430,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2803,70759897,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2804,70763952,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2805,71556534,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2806,70578677,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2807,66887517,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2808,69748534,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2809,69081394,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2810,70758526,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2811,70770371,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2812,69082496,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2813,71295454,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2814,70576941,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2815,69019013,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2816,70761785,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2817,72116438,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2818,70764126,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2819,66895732,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2820,71750464,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2821,68218234,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2822,69537325,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2823,66674558,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2824,67639832,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2825,71818811,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2826,61937233,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2827,67150349,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
2828,72117555,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
